Wavelength	Actinic_flux	I2	IO	OIO	I2O2	I2O3	I2O4	I2O5	HOI	HI	INO2	INO3	Ibr	Icl	CH3I	CH2I2	CH2ICl	CH2IBr	C2H5I	nC3H7I	iC3H7I
5.44E+02	5.26E+14	3.46E-18	0.00E+00	7.55E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.14E-19	7.07E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.45E+02	5.14E+14	2.33E-18	0.00E+00	5.83E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.99E-19	6.85E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.46E+02	5.12E+14	3.41E-18	0.00E+00	5.07E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.84E-19	6.62E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.47E+02	5.18E+14	2.58E-18	0.00E+00	4.38E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.69E-19	6.39E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.48E+02	5.04E+14	2.11E-18	0.00E+00	8.64E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.53E-19	6.16E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.49E+02	5.20E+14	2.88E-18	0.00E+00	1.10E-17	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.38E-19	5.93E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.50E+02	5.16E+14	2.52E-18	0.00E+00	7.36E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.23E-19	5.70E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.51E+02	5.16E+14	3.45E-18	0.00E+00	5.15E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.07E-19	5.56E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.52E+02	5.27E+14	2.30E-18	0.00E+00	3.62E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.92E-19	5.42E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.53E+02	5.13E+14	2.05E-18	0.00E+00	3.97E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.76E-19	5.29E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.54E+02	5.24E+14	2.75E-18	0.00E+00	6.86E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.60E-19	5.15E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.55E+02	5.28E+14	2.47E-18	0.00E+00	6.47E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.45E-19	5.01E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.56E+02	5.20E+14	1.82E-18	0.00E+00	5.74E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.29E-19	4.87E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.57E+02	5.08E+14	2.16E-18	0.00E+00	4.32E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.13E-19	4.73E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.58E+02	5.21E+14	2.04E-18	0.00E+00	3.72E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.97E-19	4.60E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.59E+02	4.94E+14	2.64E-18	0.00E+00	3.60E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.82E-19	4.46E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.60E+02	5.04E+14	2.20E-18	0.00E+00	3.53E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.66E-19	4.32E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.61E+02	5.34E+14	1.53E-18	0.00E+00	7.16E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.57E-19	4.23E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.62E+02	5.10E+14	1.88E-18	0.00E+00	9.04E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.47E-19	4.14E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.63E+02	5.30E+14	2.09E-18	0.00E+00	6.83E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.38E-19	4.06E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.64E+02	5.21E+14	1.30E-18	0.00E+00	5.36E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.28E-19	3.97E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.65E+02	5.26E+14	1.64E-18	0.00E+00	4.22E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.19E-19	3.88E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.66E+02	4.99E+14	1.89E-18	0.00E+00	4.61E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.10E-19	3.79E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.67E+02	5.33E+14	1.18E-18	0.00E+00	9.80E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.00E-19	3.70E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.68E+02	5.32E+14	1.41E-18	0.00E+00	1.02E-17	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.91E-19	3.62E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.69E+02	5.25E+14	1.70E-18	0.00E+00	7.04E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.81E-19	3.53E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.70E+02	5.25E+14	1.18E-18	0.00E+00	4.70E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.72E-19	3.44E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.71E+02	5.07E+14	1.27E-18	0.00E+00	3.62E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.65E-19	3.38E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.72E+02	5.39E+14	1.37E-18	0.00E+00	3.20E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.57E-19	3.32E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.73E+02	5.43E+14	9.82E-19	0.00E+00	5.88E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.50E-19	3.26E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.74E+02	5.41E+14	8.21E-19	0.00E+00	6.44E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.43E-19	3.20E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.75E+02	5.31E+14	1.26E-18	0.00E+00	5.60E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.36E-19	3.14E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.76E+02	5.27E+14	1.02E-18	0.00E+00	4.70E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.28E-19	3.07E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.77E+02	5.41E+14	7.70E-19	0.00E+00	3.73E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.21E-19	3.01E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.78E+02	5.24E+14	1.22E-18	0.00E+00	3.39E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.14E-19	2.95E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.79E+02	5.29E+14	1.02E-18	0.00E+00	3.14E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.06E-19	2.89E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.80E+02	5.36E+14	7.54E-19	0.00E+00	3.41E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.99E-19	2.83E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.81E+02	5.36E+14	7.64E-19	0.00E+00	6.91E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.94E-19	2.76E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.82E+02	5.43E+14	1.05E-18	0.00E+00	8.57E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.88E-19	2.69E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.83E+02	5.47E+14	7.70E-19	0.00E+00	5.71E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.83E-19	2.61E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.84E+02	5.45E+14	5.62E-19	0.00E+00	4.72E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.78E-19	2.54E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.85E+02	5.41E+14	9.44E-19	0.00E+00	3.80E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.73E-19	2.47E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.86E+02	5.29E+14	7.67E-19	0.00E+00	3.20E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.67E-19	2.40E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.87E+02	5.43E+14	6.40E-19	0.00E+00	7.97E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.62E-19	2.33E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.88E+02	5.39E+14	5.01E-19	0.00E+00	9.13E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.57E-19	2.25E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.89E+02	4.82E+14	8.63E-19	0.00E+00	6.46E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.51E-19	2.18E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.90E+02	5.11E+14	6.48E-19	0.00E+00	4.48E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.46E-19	2.11E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.91E+02	5.38E+14	4.84E-19	0.00E+00	3.63E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.43E-19	2.08E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.92E+02	5.33E+14	7.90E-19	0.00E+00	2.51E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.39E-19	2.04E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.93E+02	5.35E+14	6.76E-19	0.00E+00	3.37E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.36E-19	2.01E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.94E+02	5.35E+14	5.32E-19	0.00E+00	5.65E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.33E-19	1.97E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.95E+02	5.33E+14	4.46E-19	0.00E+00	5.35E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.30E-19	1.94E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.96E+02	5.39E+14	8.05E-19	0.00E+00	4.47E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.26E-19	1.90E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.97E+02	5.43E+14	5.46E-19	0.00E+00	3.19E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.23E-19	1.87E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.98E+02	5.34E+14	4.29E-19	0.00E+00	3.31E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.20E-19	1.83E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.99E+02	5.32E+14	3.64E-19	0.00E+00	2.13E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.16E-19	1.80E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.00E+02	5.35E+14	6.29E-19	0.00E+00	2.25E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.13E-19	1.76E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.01E+02	5.27E+14	5.32E-19	0.00E+00	2.32E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.02E+02	5.20E+14	4.02E-19	0.00E+00	4.14E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.03E+02	5.31E+14	3.16E-19	0.00E+00	6.85E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.04E+02	5.41E+14	5.62E-19	0.00E+00	5.60E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.05E+02	5.40E+14	4.34E-19	0.00E+00	5.05E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.06E+02	5.36E+14	3.72E-19	0.00E+00	3.40E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.07E+02	5.39E+14	4.16E-19	0.00E+00	2.28E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.08E+02	5.36E+14	5.13E-19	0.00E+00	1.77E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.09E+02	5.32E+14	3.92E-19	0.00E+00	6.21E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.10E+02	5.29E+14	3.30E-19	0.00E+00	7.45E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.11E+02	5.27E+14	4.24E-19	0.00E+00	4.79E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.12E+02	5.35E+14	4.27E-19	0.00E+00	3.62E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.13E+02	5.28E+14	3.36E-19	0.00E+00	2.71E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.14E+02	5.12E+14	3.01E-19	0.00E+00	1.56E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.15E+02	5.30E+14	3.87E-19	0.00E+00	1.60E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.16E+02	5.16E+14	4.07E-19	0.00E+00	2.94E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.17E+02	5.10E+14	3.59E-19	0.00E+00	4.81E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.18E+02	5.30E+14	2.97E-19	0.00E+00	2.56E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.19E+02	5.33E+14	2.74E-19	0.00E+00	2.98E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.20E+02	5.34E+14	3.74E-19	0.00E+00	2.55E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.21E+02	5.39E+14	3.23E-19	0.00E+00	1.37E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.22E+02	5.26E+14	2.27E-19	0.00E+00	1.89E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.23E+02	5.28E+14	2.50E-19	0.00E+00	1.28E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.24E+02	5.24E+14	3.00E-19	0.00E+00	1.26E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.25E+02	5.17E+14	2.90E-19	0.00E+00	1.52E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.26E+02	5.17E+14	2.83E-19	0.00E+00	3.92E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.27E+02	5.34E+14	2.31E-19	0.00E+00	3.25E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.28E+02	5.35E+14	3.05E-19	0.00E+00	2.49E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.29E+02	5.34E+14	3.08E-19	0.00E+00	2.37E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.30E+02	5.28E+14	2.82E-19	0.00E+00	1.64E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.31E+02	5.27E+14	2.84E-19	0.00E+00	1.28E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.32E+02	5.06E+14	2.86E-19	0.00E+00	3.57E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.33E+02	5.34E+14	1.96E-19	0.00E+00	2.68E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.34E+02	5.23E+14	2.58E-19	0.00E+00	3.69E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.35E+02	5.28E+14	2.31E-19	0.00E+00	2.42E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
6.36E+02	5.15E+14	2.02E-19	0.00E+00	1.72E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
